Case,CommCase,Platform,Publisher,VidTitle,Comment,Likes/Hearts,CharacterNum,CommLength,Sentiment,Focus,Alignment
88,1689,YouTube Shorts,UnderTheDeskNews,"See ya in hell, Henry 👋🏻 ",What’s HER PROBLEM?????,0,23,2,2,1,2
88,1690,YouTube Shorts,UnderTheDeskNews,"See ya in hell, Henry 👋🏻 ",So he died tomorrow? 😂😂it's the Nov. 29th 2023 @ 10:51pm,4,58,3,3,1,2
88,1691,YouTube Shorts,UnderTheDeskNews,"See ya in hell, Henry 👋🏻 ",I’m so sorry there’s no such thing as hell. Only *all this*.,1,60,3,3,0,
88,1692,YouTube Shorts,UnderTheDeskNews,"See ya in hell, Henry 👋🏻 ",Smh,1,3,2,2,0,
89,1693,YouTube Shorts,UnderTheDeskNews,Byeee #henrykissinger #uspolitics,Satan eventually called him home.....,9,37,2,2,1,4
89,1694,YouTube Shorts,UnderTheDeskNews,Byeee #henrykissinger #uspolitics,"I danced a jig, and I have arthritis.",7,37,2,4,0,
89,1695,YouTube Shorts,UnderTheDeskNews,Byeee #henrykissinger #uspolitics,violently hits griddy,7,21,2,3,0,
89,1696,YouTube Shorts,UnderTheDeskNews,Byeee #henrykissinger #uspolitics,How ignorant can you be? He was a great diplomat.,0,49,3,1,1,2
89,1697,YouTube Shorts,UnderTheDeskNews,Byeee #henrykissinger #uspolitics,At best an incomplete assessment of him.,1,40,2,3,0,
89,1698,YouTube Shorts,UnderTheDeskNews,Byeee #henrykissinger #uspolitics,The man was 100 years old. Im thinking he got the last word.,1,60,3,3,1,3
89,1699,YouTube Shorts,UnderTheDeskNews,Byeee #henrykissinger #uspolitics,Me not knowing who that is,0,26,2,3,0,
89,1700,YouTube Shorts,UnderTheDeskNews,Byeee #henrykissinger #uspolitics,These comments kill me inside but we arent wrong we just wrong for these memes I mean we out here pulling queen elizabeth rap songs and memes on these mugs,1,155,1,2,1,2
89,1701,YouTube Shorts,UnderTheDeskNews,Byeee #henrykissinger #uspolitics,ARE YOU KIDDING ME!!!! WOW!!!!! HOW Did he hang on do long? Strange since he e went where he deliberately chose to go! Why did he fight it off so long?,1,151,1,4,1,4
89,1702,YouTube Shorts,UnderTheDeskNews,Byeee #henrykissinger #uspolitics,A hero sadly taken from us too soon,0,35,2,2,1,4
90,1703,YouTube Shorts,UnderTheDeskNews,Bye Mary 👋🏻 #georgesantos #uspolitics,“If that is his real name” 🤣,6,29,2,4,1,4
90,1704,YouTube Shorts,UnderTheDeskNews,Bye Mary 👋🏻 #georgesantos #uspolitics,What’s up with your hair dude,7,29,2,3,0,
90,1705,YouTube Shorts,UnderTheDeskNews,Bye Mary 👋🏻 #georgesantos #uspolitics,There are a few others like Santos that need to be kicked out,3,61,3,4,1,4
90,1706,YouTube Shorts,UnderTheDeskNews,Bye Mary 👋🏻 #georgesantos #uspolitics,pulling a fire alarm is ok tho,10,30,2,3,0,
90,1707,YouTube Shorts,UnderTheDeskNews,Bye Mary 👋🏻 #georgesantos #uspolitics,He was not convicted of a crime. Do do that pulled a fire alarm was and he got a slap on the wrist. Why are you people so filled with hatred for anyone that doesn’t lick your feet?,4,180,1,2,0,
90,1708,YouTube Shorts,UnderTheDeskNews,Bye Mary 👋🏻 #georgesantos #uspolitics,More fugazi’s in Congress! 😂😂😂,1,33,2,99,0,
90,1709,YouTube Shorts,UnderTheDeskNews,Bye Mary 👋🏻 #georgesantos #uspolitics,Bye… What ever your name actually is… I dont care enough to care… Just BYE… 😅😂😂,2,82,3,5,1,4
90,1710,YouTube Shorts,UnderTheDeskNews,Bye Mary 👋🏻 #georgesantos #uspolitics,He was a plant.,0,15,2,3,1,3
90,1711,YouTube Shorts,UnderTheDeskNews,Bye Mary 👋🏻 #georgesantos #uspolitics,Where have you been?,0,20,2,3,0,
90,1712,YouTube Shorts,UnderTheDeskNews,Bye Mary 👋🏻 #georgesantos #uspolitics,"Now, the none Christians can be replaced.",0,41,3,3,0,
92,1713,Instagram Reels,UnderTheDeskNews,#rochesterny local arrested for hate crime at #cornell #cornelluniversity #pittsfordny…,I just don't understand this level of hate.,98,43,3,2,0,
92,1714,Instagram Reels,UnderTheDeskNews,#rochesterny local arrested for hate crime at #cornell #cornelluniversity #pittsfordny…,"I’m really hurting for my Jewish friends. My great grandmother and her children fled Austria. Her husband, my GGF, was a decorated soldier of the German Army in WWI, nevertheless, he was murdered by the Nazis. I have been unable to find any family living in Europe. They all either escaped to Canada or were murdered. This has never gone away. It is always there waiting to come into the light when it feels safe. We say “never again,” but my Jewish friends say that they have never been given a reason to believe us. Right or wrong, this is why Israel feels justified in waging total war. We could have a sea of “blue helmets” 20 miles wide between Israel and Gaza and it would still flare up.",13,694,1,2,0,
92,1715,Instagram Reels,UnderTheDeskNews,#rochesterny local arrested for hate crime at #cornell #cornelluniversity #pittsfordny…,Only 5yrs in prison??,49,21,2,3,0,
92,1716,Instagram Reels,UnderTheDeskNews,#rochesterny local arrested for hate crime at #cornell #cornelluniversity #pittsfordny…,"When are people going to realize that Jewish people aren’t the Israeli government? There’s a MASSIVE difference between legitimately questioning the actions of a government and hatred towards a marginalized group! We can criticize BiBi and support Palestine without being hateful towards Jewish people, many if not most of whom don’t support what Israel’s government is doing!
We can’t be hateful against Muslims and Jewish people when they haven’t done anything wrong. We can criticize the Israeli government and Hamas terrorists for their actions.",36,549,1,3,0,
92,1717,Instagram Reels,UnderTheDeskNews,#rochesterny local arrested for hate crime at #cornell #cornelluniversity #pittsfordny…,At least they were proactive in arresting him BEFORE he put actions to words.,67,77,3,4,1,4
92,1718,Instagram Reels,UnderTheDeskNews,#rochesterny local arrested for hate crime at #cornell #cornelluniversity #pittsfordny…,I really almost want you to not mention the neighborhood that is almost exclusively Jewish outside of Rochester because there are so many crazies on the Internet and I would hate for someone to target them who didn’t happen to know this info,69,241,1,3,0,
92,1719,Instagram Reels,UnderTheDeskNews,#rochesterny local arrested for hate crime at #cornell #cornelluniversity #pittsfordny…,Unacceptable. My fear is the actions of the Israeli government will create more antisemitism 😢,26,95,3,3,0,
92,1720,Instagram Reels,UnderTheDeskNews,#rochesterny local arrested for hate crime at #cornell #cornelluniversity #pittsfordny…,I am pro Palestine but these threats are inexcusable. Glad to hear this guy is arrested and those students are safe.,29,116,3,3,0,
92,1721,Instagram Reels,UnderTheDeskNews,#rochesterny local arrested for hate crime at #cornell #cornelluniversity #pittsfordny…,my local synagogue has been shut down due to bomb threats :(,48,60,3,1,0,
92,1722,Instagram Reels,UnderTheDeskNews,#rochesterny local arrested for hate crime at #cornell #cornelluniversity #pittsfordny…,I find it interesting that there only person they've brought up on hate charges is Asian. What about all the white boys who do this on a daily basis and walk free?!?,58,165,1,2,0,
93,1723,Instagram Reels,UnderTheDeskNews,Check out the episode on your podcast app! #bringchanelhome,"Hi, I'm Charlotte. I'm iñupiaq (kiana) I've been following you for a little bit and I am very happy you continue to help to get Chenal home.",13,140,1,5,1,5
93,1724,Instagram Reels,UnderTheDeskNews,Check out the episode on your podcast app! #bringchanelhome,#BringChanelHome,11,16,2,4,1,5
93,1725,Instagram Reels,UnderTheDeskNews,Check out the episode on your podcast app! #bringchanelhome,Meant…..not…superficial,0,23,2,3,1,3
93,1726,Instagram Reels,UnderTheDeskNews,Check out the episode on your podcast app! #bringchanelhome,The love is superficial it’s the connect to the deep ties of the nation to Mother Earth that ca not be duplicated…..,0,116,3,3,1,4
93,1727,Instagram Reels,UnderTheDeskNews,Check out the episode on your podcast app! #bringchanelhome,#bringchanelhome,1,16,2,4,1,5
93,1728,Instagram Reels,UnderTheDeskNews,Check out the episode on your podcast app! #bringchanelhome,I agree they should not be taken away from their culture and life!,5,66,3,2,1,4
94,1729,Instagram Reels,UnderTheDeskNews,Is Mitch as scary as he once was or could Hawley stand up to him?...,I meannnnn it’s good in theory but I’m sure Hawley’s got something sinister planned. I don’t trust him.,444,103,3,2,1,3
94,1730,Instagram Reels,UnderTheDeskNews,Is Mitch as scary as he once was or could Hawley stand up to him?...,Can someone explain why Hawley is doing this ? What’s in it for him?,89,68,3,3,1,3
94,1731,Instagram Reels,UnderTheDeskNews,Is Mitch as scary as he once was or could Hawley stand up to him?...,"Can someone just point a really strong fan towards McConnell. Or idk, tap him lightly with a pillow so his reign finally ends?",481,126,1,3,0,
94,1732,Instagram Reels,UnderTheDeskNews,Is Mitch as scary as he once was or could Hawley stand up to him?...,Are you fcking kidding me?!,47,27,2,3,0,
94,1733,Instagram Reels,UnderTheDeskNews,Is Mitch as scary as he once was or could Hawley stand up to him?...,"He only wants to remove the ability for publicly traded corporations to spend politically. His bill would continue to allow privately owned corporations, non- profits, and other dark money groups to spend whatever they want.",102,224,1,3,1,2
94,1734,Instagram Reels,UnderTheDeskNews,Is Mitch as scary as he once was or could Hawley stand up to him?...,What is he up to???,16,19,2,3,0,
94,1735,Instagram Reels,UnderTheDeskNews,Is Mitch as scary as he once was or could Hawley stand up to him?...,"As a Missourian, I’m deeply, deeply suspicious of anything Josh does that appears semi-decent. What does he get out of this?",27,124,3,2,1,3
94,1736,Instagram Reels,UnderTheDeskNews,Is Mitch as scary as he once was or could Hawley stand up to him?...,I saw this earlier today and thought I tripped and fell into a Bizarro world.,41,77,3,3,1,3
94,1737,Instagram Reels,UnderTheDeskNews,Is Mitch as scary as he once was or could Hawley stand up to him?...,"Here’s the rub: while the legislation (which, sadly, will go nowhere so long as McConnell draws breath), would greatly benefit our democracy, Hawley has surely buried SOMETHING in it that would benefit him directly. Count on that.",113,230,1,2,1,3
94,1738,Instagram Reels,UnderTheDeskNews,Is Mitch as scary as he once was or could Hawley stand up to him?...,Hawley is 99% yucky. I will reconsider my rating if it passes.,18,62,3,2,1,3
95,1739,Instagram Reels,UnderTheDeskNews,Mike Johnson ALSO thinks… a lot… a lot a lot….,The ones who think about it the most are usually so far in the closet that they live in Narnia.,34,95,3,3,0,
95,1740,Instagram Reels,UnderTheDeskNews,Mike Johnson ALSO thinks… a lot… a lot a lot….,"As a former fundie I can confirm that this is a common belief among them. They firmly believe that final days of the Roman Empire were filled with sexual deviation, Christian martyrdom, and general debauchery. They fell because they had lost sight of the traditional values of the honored past. Sound familiar?",25,310,1,3,1,3
95,1741,Instagram Reels,UnderTheDeskNews,Mike Johnson ALSO thinks… a lot… a lot a lot….,He saw Spartacus as a kid and felt tingly so now we all have to pay.,42,68,3,3,0,
95,1742,Instagram Reels,UnderTheDeskNews,Mike Johnson ALSO thinks… a lot… a lot a lot….,Methinks he protests too much,65,29,2,3,0,
95,1743,Instagram Reels,UnderTheDeskNews,Mike Johnson ALSO thinks… a lot… a lot a lot….,"Wonder what he thinks about ancient Greece (you know, where Democracy was born).",21,80,3,3,0,
95,1744,Instagram Reels,UnderTheDeskNews,Mike Johnson ALSO thinks… a lot… a lot a lot….,"There’s nothing lurking in his… closet, right? Right??????",24,58,3,3,0,
95,1745,Instagram Reels,UnderTheDeskNews,Mike Johnson ALSO thinks… a lot… a lot a lot….,Because when the Romans were taking over pretty much the entire world there was absolutely ZERO homosexual excursions 😠 s/,9,123,3,2,0,
95,1746,Instagram Reels,UnderTheDeskNews,Mike Johnson ALSO thinks… a lot… a lot a lot….,"You know, I think the call might be coming from inside the house with this one ..",80,81,3,2,1,3
95,1747,Instagram Reels,UnderTheDeskNews,Mike Johnson ALSO thinks… a lot… a lot a lot….,I've actually heard this from an intelligent conservative friend I have. I wonder where this lore came from,9,107,3,3,1,3
95,1748,Instagram Reels,UnderTheDeskNews,Mike Johnson ALSO thinks… a lot… a lot a lot….,You got to wonder if he wasn't one of his wife's first clients for some conversion therapy. Those are the vibes I'm getting from this guy,80,137,1,2,0,
96,1749,Instagram Reels,UnderTheDeskNews,Are we.. are we on the same page today Senator Graham?...,He found his backbone 💗,28,24,2,3,0,
96,1750,Instagram Reels,UnderTheDeskNews,Are we.. are we on the same page today Senator Graham?...,"Poor Lindsey. He thinks Tuberville is bright enough to understand anything he is saying to him. Dear Alabama, stop electing dolts. Thanks.",100,138,1,2,0,
96,1751,Instagram Reels,UnderTheDeskNews,Are we.. are we on the same page today Senator Graham?...,Agreeing with Graham and Hawley in the same week. What is happening 🥴,199,70,3,3,1,4
96,1752,Instagram Reels,UnderTheDeskNews,Are we.. are we on the same page today Senator Graham?...,"Isn’t he refusing to promote, bc the military pays for abortion, for its members and spouses?",11,93,3,3,0,
96,1753,Instagram Reels,UnderTheDeskNews,Are we.. are we on the same page today Senator Graham?...,"His words are cute, but all it would take are 10 Republicans to get these promotions approved.",65,94,3,2,0,
